user_id,user_status,message_status,country,city,scope,sent_date,delivery_date,control_group_date,view_count,view_date,click_count,click_date,failure_count,message_status_time,conversion_count,conversion_date
608fb2fe9ea4be0012330d4b,known,Opened,Hong Kong,,61fe012b-c9f6-4600-b357-6d788d7eeb48,2026-08-11T02:55:44.044Z,2026-08-11T02:55:45.045Z,,1,2026-08-13T14:37:34.034Z,,,,2026-08-13T14:37:34.034Z,,
696f8adfd28612001f97736b,known,Delivered,,,491e139c-44ab-4ff7-a38c-2c9fa31c66e8,2026-08-11T01:27:25.025Z,2026-08-11T01:27:26.026Z,,,,,,,2026-08-11T01:27:26.026Z,,
6a63756f81378600127b9c44,known,Opened,Pakistan,Karachi,6a423e5b-8d0b-48f6-98eb-230e1448a4b2,2026-08-11T01:14:19.019Z,2026-08-11T01:14:20.020Z,,1,2026-08-11T07:23:06.006Z,,,,2026-08-11T07:23:06.006Z,,
601e23b9368f8f651547b6bf,known,Delivered,,,aba0a2f6-fbe0-467c-ad03-3aacc5682008,2026-08-11T00:41:28.028Z,2026-08-11T00:41:29.029Z,,,,,,,2026-08-11T00:41:29.029Z,,
5e5b5e983d555a27a54ecf6f,known,Delivered,,,d10732c2-5b75-4b68-a99c-290ca5dc9517,2026-08-11T00:40:46.046Z,2026-08-11T00:40:47.047Z,,,,,,,2026-08-11T00:40:47.047Z,,
69c235956a978d002b79553f,known,Added to Control Group,,,e4c880c4-6a98-4c9b-a3c2-06d682a722c5,2026-08-10T12:56:41.041Z,,2026-08-10T12:56:41.672000,,,,,,2026-08-10T12:56:41.041Z,,
6a101ad1a66b6c002166791c,known,Delivered,,,1361d4ba-22c6-4251-b648-767e8715734d,2026-08-10T12:36:15.015Z,2026-08-10T12:36:16.016Z,,,,,,,2026-08-10T12:36:16.016Z,,
64e32219aa525a0019712d5f,known,Failed,,,dc047290-c7e0-4e77-ad07-9863f93fa448,2026-08-10T12:10:24.024Z,,,,,,,1,2026-08-10T12:10:24.024Z,,
6a6be29c20a2c00019f5c270,known,Opened,,,6104ac62-f498-48aa-b5e3-93a5dfa0f750,2026-08-10T11:42:31.031Z,2026-08-10T11:42:32.032Z,,1,2026-08-10T12:47:45.045Z,,,,2026-08-10T12:47:45.045Z,,
6a614125f82d5600217e96de,known,Added to Control Group,,,68505f33-e702-48f7-8135-48b0d5f8fd63,2026-08-10T11:41:22.022Z,,2026-08-10T11:41:22.344000,,,,,,2026-08-10T11:41:22.022Z,,
