userId,status,group,businessId,urlKey,country
636ead057f7764001249e6b8,Opened,TREATED,659661a33b87ef002b26e410,diego-martinez,MX
636ead057f7764001249e6b8,Opened,TREATED,678b555df186c9002e8b5e63,bm-lab-jewelry,TH
636ead057f7764001249e6b8,Opened,TREATED,67b84499f2b4df0035e85fd1,kiza-jewels,IN
636ead057f7764001249e6b8,Opened,TREATED,68cd3dd165bb610032037c15,brahmani-exports-6ipey9,IN
6384c05df1316600117803fc,Delivered,TREATED,6384c4e15d23e800125d103d,infiniedits,IN
6384c05df1316600117803fc,Delivered,TREATED,641723986a715800191ce22e,infini-edits,IN
63eb6476952d6300126ebacd,Opened,TREATED,63eb649c92feba0011627bc0,mandari-teknologi,ID
63f6e308146cc50012009cea,Opened,TREATED,6a56633efbb6440012d0f524,mm-maggie-cafe-kzbbgj,MY
63fdd042e2e39300191f5778,Delivered,TREATED,68b7f8172d5d2700194ce28c,kujin-store,MY
64143f7a3dbf060011e63eb2,Delivered,TREATED,64143f823dbf060011e64176,toran,IN
64143f7a3dbf060011e63eb2,Delivered,TREATED,64d47882ed34ec0011b56740,aapkeliye-technologies,IN
64143f7a3dbf060011e63eb2,Delivered,TREATED,67925d33688b9a001212c69c,sports-work,IN
64143f7a3dbf060011e63eb2,Delivered,TREATED,67f77bd659ef2e002e45c975,thangadurai,IN
645bb50d0d92aa0013f72eb6,Opened,TREATED,645bb50d737d590011d31384,varun-enterprises-f1q7p8,IN
645bb50d0d92aa0013f72eb6,Opened,TREATED,67dd15eabd1783002e000dee,triveni-traders-utbnlt,IN
645bb50d0d92aa0013f72eb6,Opened,TREATED,6979e1c30c5013002aa9bb5c,liva-nexus,IN
645bb50d0d92aa0013f72eb6,Opened,TREATED,6a67221be3086e0019ba88bf,triveni-logistic-solutions-private-limited,IN
647ee8b098e03f0012edc04b,Delivered,TREATED,647ee8b198e03f0012edc091,lover-balloon-decor,MY
64e32219aa525a0019712d5f,Failed,TREATED,64e0b3ba5e9a24001181a83a,gulf-healthcare-solution,AE
64e32219aa525a0019712d5f,Failed,TREATED,64e32601b34d3f0019fa548d,skyrotek-speciality-technical-services-llc,AE
64e32219aa525a0019712d5f,Failed,TREATED,65210d14741bf20012214e9d,imh-ltd,GB
64f730d0ff095e00129da4f6,Opened,TREATED,64f730d0ff095e00129da507,chu-squared-enterprises,BW
64f730d0ff095e00129da4f6,Opened,TREATED,69aecc05f9ba93002b164270,thabo-chuchu,BW
64f730d0ff095e00129da4f6,Opened,TREATED,6a6c847fd1345b0025f27dc8,nativewaters-engineering-pty-ltd,BW
65014bbbaf2db6001287690b,Added to Control Group,CONTROL,65014bd5e148a40011473c2e,rgm,Other
650ad8a0bbc3ba0019b85c28,Opened,TREATED,650ad8a0bbc3ba0019b85c43,the-grey-alpha-services,IN
650ad8a0bbc3ba0019b85c28,Opened,TREATED,6846b5feea02ac002ee5e315,grey-alpha-media-fz-llc-g5szhl,AE
